"Word","Length","Freq_HAL","Pron","I_Mean_RT","I_NMG_Mean_RT"
"Budapest","8","2,242","b""u.4@.p%Est","743.000","762.407"
"budded","6","42","b""V4.@d","848.480","701.261"
"Buddha","6","2,540","b""u.4@","647.938","665.600"
"Buddhism","8","2,983","b""u.4I.zm=","702.688","746.259"
"Buddhist","8","3,142","b""u.4Ist","745.517","641.296"
"Buddhists","9","1,144","b""u.4Ists","817.767","707.292"
"buddies","7","2,399","b""V.4iz","621.812","615.143"
"budding","7","716","b""V4.IN","743.125","690.793"
"buddy","5","8,318","b""V.4i","640.879","662.786"
"budge","5","509","b""VdZ","616.286","664.571"
"budget","6","29,992","b""V.dZ@t","608.500","605.615"
"budgetary","9","625","b""V.dZ@.t%E.ri","1,092.348","810.083"
"budgeted","8","203","b""V.dZ@4.@d","760.323","694.607"
"budgeting","9","964","b""V.dZ@4.IN","699.059","703.407"
"budgets","7","2,869","b""V.dZ@ts","784.727","619.000"
"buds","4","1,257","b""Vdz","720.818","593.034"
"buff","4","1,700","b""Vf","683.414","585.778"
"buffalo","7","8,343","b""V.f@.lo","643.485","615.964"
"buffaloes","9","95","b""V.f@.loz","792.278","783.143"
"buffer","6","14,035","b""V.f@`","715.344","620.179"
"buffered","8","1,209","b""V.f@`d","737.429","670.536"
"buffet","6","1,209","b@.f""e","738.419","621.087"
"buffeted","8","33","b""V.f@4.@d","886.238","715.706"
"buffetings","10","2","b""V.f@4.INz","794.100","966.125"
"buffets","7","61","b@.f""ez","777.269","675.500"
"buffoon","7","300","b@.f""un","738.760","763.615"
"buffoonery","10","58","b@.f""un.@`.ri","961.824","828.000"
"buffoons","8","135","b@.f""unz","733.053","726.607"
"buffs","5","859","b""Vfs","669.406","575.192"
"bug","3","32,226","b""Vg","600.625","588.111"
"bugaboo","7","66","b""V.g@.b%u","847.200","822.038"
"Bugatti","7","82","bU.g""A.4i","1,073.250","810.182"
"bugeyed","7","2","b""Vg.%aId","1,139.750","966.053"
"bugged","6","820","b""Vgd","723.794","613.154"
"bugger","6","1,148","b""V.g@`","754.143","652.889"
"buggers","7","527","b""V.g@`z","817.133","660.846"
"buggery","7","131","b""V.g@`.i","827.688","709.000"
"buggies","7","103","b""V.giz","785.593","748.231"
"bugging","7","910","b""Vg.IN","832.281","684.444"
"buggy","5","4,444","b""V.gi","679.097","582.259"
"bugle","5","435","bj""u.gl=","798.778","759.167"
"bugler","6","31","bj""u.gl@`","849.400","991.818"
"bugs","4","18,337","b""Vgz","560.515","584.852"
"Buick","5","1,714","bj""u.Ik","677.067","705.760"
"build","5","47,708","b""Ild","596.676","621.556"
"builder","7","3,904","b""Ild.@`","608.382","649.556"
"builders","8","2,006","b""Ild.@`z","677.613","667.630"
"builder's","9","119","b""Ild.@`z","738.735","621.731"
"building","8","48,370","b""Ild.IN","633.968","620.808"
"buildings","9","6,984","b""Ild.INz","603.750","615.143"
"building's","10","147","b""Ild.INz","781.033","741.071"
"builds","6","3,735","b""Ildz","607.312","599.259"
"buildup","7","1,029","b""Ild.%Vp","824.613","724.464"
"built","5","39,879","b""Ilt","617.250","649.593"
"bulb","4","3,246","b""Vlb","694.484","625.259"
"bulbous","7","149","b""Vlb.@s","1,030.000","726.562"
"bulbs","5","2,127","b""Vlbz","607.529","608.821"
"Bulgaria","8","3,824","bVl.g""E.ri@","780.029","730.667"
"Bulgarian","9","2,809","bVl.g""E.ri@n","903.276","709.913"
"bulge","5","1,264","b""VldZ","708.167","630.308"
"bulged","6","189","b""VldZd","717.267","632.000"
"bulging","7","604","b""VldZ.IN","792.967","642.222"
"bulgy","5","11","b""VldZ.i","809.286","852.792"
"bulk","4","7,028","b""Vlk","662.812","602.296"
"bulked","6","25","b""Vlkt","687.296","631.000"
"bulkhead","8","344","b""Vlk.h%Ed","798.407","710.286"
"bulkheads","9","102","b""Vlk.h%Edz","737.433","771.304"
"bulks","5","15","b""Vlks","737.464","602.464"
"bulky","5","890","b""Vlk.i","679.242","629.036"
"bull","4","8,305","b""Ul","584.250","569.750"
"bulldog","7","1,921","b""Ul.d%Og","786.500","634.808"
"bulldoze","8","99","b""Ul.d%oz","831.909","666.036"
"bulldozer","9","307","b""Ul.d%oz.@`","672.939","683.107"
"bullet","6","8,338","b""U.l@t","568.182","676.407"
"bulletin","8","14,131","b""U.l@.4@n","780.788","662.846"
"bulletins","9","1,608","b""U.l@.4@nz","659.429","701.714"
"bulletproof","11","353","b""U.l@t.pr%uf","751.000","694.000"
"bullets","7","4,983","b""U.l@ts","593.618","661.037"
"bullfighter","11","33","b""Ul.f%aI4.@`","690.636","638.448"
"bullfinch","9","6","b""Ul.f%IntS","1,024.455","864.500"
"bullfrog","8","526","b""Ul.fr%Ag","635.688","669.593"
"bullheaded","10","14","b%Ul.h""E4.@d","725.290","678.750"
"bullies","7","414","b""U.liz","760.000","669.038"
"bullion","7","256","b""U.li@n","909.812","735.182"
"bullish","7","592","b""Ul.IS","766.519","673.333"
"bullnecked","10","0","b""Ul.n%Ekt","1,000.880","833.704"
"bullock","7","1,033","b""U.l@k","800.697","697.231"
"bullring","8","31","b""Ul.r%IN","920.840","717.000"
"bulls","5","2,546","b""Ulz","594.152","614.750"
"bully","5","1,379","b""U.li","658.500","617.071"
"bullyboys","9","3","b""U.li.b%OIz","884.714","850.423"
"bullying","8","410","b""U.li.IN","777.833","690.926"
"bulrush","7","2","b""Ul.rVS","737.667","815.700"
"bulwark","7","97","b""Ul.w@`k","816.400","718.125"
"bum","3","1,698","b""Vm","650.312","627.519"
"bumble","6","132","b""Vm.bl=","664.960","614.960"
"bumblebee","9","262","b""Vm.bl=.b%i","780.750","698.333"
"bumblebees","10","52","b""Vm.bl=.b%iz","848.375","747.179"
"bummer","6","1,172","b""Vm.@`","815.667","619.000"
"bumming","7","72","b""Vm.IN","773.345","654.172"
"bump","4","2,682","b""Vmp","615.382","558.630"
"bumped","6","2,127","b""Vmpt","676.273","619.083"
"bumper","6","2,465","b""Vm.p@`","704.912","627.077"
"bumpers","7","707","b""Vmp.@`z","710.500","618.846"
"bumping","7","864","b""Vmp.IN","649.091","603.630"
"bumpkin","7","73","b""Vmp.kIn","1,151.167","755.667"
"bumps","5","1,780","b""Vmps","623.061","571.593"
"bumpy","5","500","b""Vmp.i","756.743","660.464"
"bums","4","771","b""Vmz","750.824","636.741"
"bun","3","886","b""Vn","688.536","603.308"
"bunch","5","30,310","b""VntS","616.000","547.407"
"bunched","7","193","b""VntSt","776.097","670.286"
"bundle","6","3,503","b""Vn.4l=","666.121","615.464"
"bundled","7","3,408","b""Vn.4l=d","748.971","651.759"
"bundles","7","945","b""Vn.4l=z","766.467","637.000"
"bundling","8","449","b""Vn.4l=.IN","891.933","729.741"
"bungalow","8","220","b""VN.g@.lo","951.480","745.400"
"bungle","6","309","b""VN.gl=","851.800","643.423"
"bungled","7","167","b""VN.gl=d","817.286","767.040"
"bunion","6","8","b""V.nj@n","778.947","717.960"
"bunk","4","1,071","b""VNk","640.774","558.655"
"bunker","6","895","b""VNk.@`","763.069","600.357"
"bunkered","8","4","b""VNk.@`d","898.778","668.154"
"bunkhouse","9","83","b""VNk.h%aUs","913.167","767.400"
"bunkmate","8","5","b""VNk.m%et","939.100","719.519"
"bunkmates","9","16","b""VNk.m%ets","955.708","838.960"
"bunks","5","153","b""VNks","713.000","594.444"
"bunny","5","5,325","b""V.ni","609.471","613.179"
"buns","4","1,014","b""Vnz","621.182","540.154"
"bunsen","6","84","b""Vn.sn=","879.800","719.370"
"bunt","4","186","b""Vnt","843.040","614.810"
"bunter","6","21","b""Vnt.@`","900.133","678.154"
"bunters","7","0","b""Vnt.@`z","1,007.833","685.840"
"bunting","7","158","b""Vn.4IN","803.864","705.786"
"Bunyan","6","64","b""V.nj@n","861.647","888.043"
"buoy","4","164","b""u.i","952.950","847.714"
"buoyancy","8","177","b""OI@ns.i","939.000","785.704"
"buoyant","7","135","b""OI@nt","864.704","734.731"
"buoyed","6","69","b""u.id","829.091","858.118"
"buoys","5","108","b""u.iz","951.217","968.800"
"Burbank","7","936","b""3`.baNk","808.935","685.037"
"burden","6","7,831","b""3`.dn=","649.719","591.308"
"burdened","8","472","b""3`.dn=d","749.032","683.929"
"burdens","7","664","b""3`.dn=z","700.031","602.889"
"burdensome","10","306","b""3`.dn=.s@m","813.935","718.963"
"bureau","6","7,893","bj""U.ro","684.767","782.208"
"bureaucracies","13","425","bjU.r""A.kr@.siz","1,110.577","969.174"
"bureaucracy","11","2,182","bjU.r""A.kr@.si","844.806","737.821"
"bureaucrat","10","465","bj""U.r@.kr%at","923.833","906.538"
"bureaucratic","12","1,054","bj%U.r@.kr""a4.Ik","977.367","951.808"
"bureaucratization","17","15","bjU.r%A.kr@4.@z.""e.Sn=","1,137.000","1,158.000"
"bureaucrats","11","1,642","bj""U.r@.kr%ats","906.786","867.731"
"bureaus","7","900","bj""U.roz","849.167","787.042"
"burg","4","344","b""3`g","827.900","622.852"
"burgeon","7","4","b""3`.dZ@n","885.913","789.267"
"burgeoned","9","12","b""3`.dZ@nd","762.190","848.533"
"burgeoning","10","269","b""3`.dZ@n.IN","848.947","812.176"
"burger","6","2,438","b""3`.g@`","644.514","607.731"
"burgher","7","11","b""3`.g@`","685.500","974.125"
"burglar","7","659","b""3`.gl@`","713.412","660.333"
"burglarize","10","25","b""3`.gl@`.aIz","1,005.176","857.957"
"burglarproof","12","0","b""3`.gl@`.pr%uf","1,229.083","889.087"
"burglars","8","253","b""3`.gl@`z","724.394","652.520"
"burglary","8","890","b""3`.gl@`.ri","800.594","714.556"
"burgle","6","31","b""3`.gl=","738.417","731.083"
"burgundy","8","362","b""3`.g@n.4i","732.143","760.760"
"burial","6","1,101","b""E.ri@l","706.452","701.240"
"buried","6","6,871","b""E.rid","627.059","665.519"
"buries","6","152","b""E.riz","800.061","679.962"
"burlap","6","161","b""3`.lap","747.852","722.840"
"burlesque","9","97","b3`.l""Esk","845.350","861.696"
"burlesques","10","5","b3`.l""Esks","979.389","742.083"
"burly","5","208","b""3`.li","736.652","749.680"
"Burma","5","2,017","b""3`.m@","808.759","686.037"
"Burmese","7","1,326","b3`.m""iz","817.609","807.680"
"burn","4","12,496","b""3`n","587.129","641.962"
"burned","6","7,750","b""3`nd","642.618","594.444"
"burner","6","1,147","b""3`n.@`","713.355","649.333"
"burners","7","342","b""3`n.@`z","671.061","573.556"
"burning","7","9,931","b""3`n.IN","644.062","586.069"
"burnings","8","121","b""3`n.INz","737.559","646.222"
"burnish","7","19","b""3`.nIS","872.118","636.815"
"burnished","9","48","b""3`.nISt","842.500","746.808"
"burns","5","6,687","b""3`nz","639.500","584.429"
"burnside","8","396","b""3`n.saId","814.815","650.731"
"burnsides","9","9","""b3`n%saIdz","853.931","716.115"
"burnt","5","2,437","b""3`nt","672.484","633.481"
"burp","4","466","b""3`p","725.515","581.370"
"burr","4","942","b""3`","855.391","645.667"
"burro","5","111","b""3`.ro","771.500","721.667"
"burrow","6","258","b""3`.ro","689.542","648.519"
"burrowed","8","47","b""3`.rod","926.269","808.207"
"burrowing","9","2,537","b""3`.ro.IN","717.125","745.240"
"burrows","7","584","b""3`.roz","798.360","698.222"
"burrs","5","133","b""3`z","974.944","647.037"
"bursar","6","39","b""3`.s@`","772.900","762.769"
"bursary","7","32","b""3`.s@`.ri","656.818","803.450"
"bursitis","8","48","b3`.s""aI.4@s","921.250","1,146.000"
"burst","5","6,353","b""3`st","697.281","645.143"
"bursting","8","933","b""3`st.IN","738.471","661.214"
"bursts","6","1,194","b""3`sts","607.250","590.429"
"Burt","4","1,634","b""3`t","667.036","578.259"
"bury","4","2,411","b""E.ri","671.935","751.875"
"bus","3","35,778","b""Vs","566.647","579.071"
"buses","5","2,557","b""Vs.@z","706.700","618.000"
"bush","4","10,889","b""US","599.471","594.000"
"bushbaby","8","48","bUS.""bebi","1,067.750","885.000"
"bushel","6","198","b""U.Sl=","667.586","625.333"
"bushels","7","82","b""U.Sl=z","719.182","709.731"
"bushes","6","1,233","b""US.@z","697.382","653.917"
"bushing","7","304","b""US.IN","721.630","798.200"
"Bushman","7","83","b""US.m@n","752.179","723.393"
"bushwhack","9","4","""bUS%hwak","1,028.593","804.643"
"bushwhacked","11","5","""bUS%hwakt","1,036.103","825.926"
"bushy","5","453","b""US.i","669.379","687.222"
"busied","6","54","b""I.zid","907.692","824.364"
"busier","6","256","b""I.zi@`","742.609","806.917"
"busiest","7","321","b""I.zi.Ist","788.433","754.440"
"busily","6","313","b""I.z@.li","751.793","715.269"
"business","8","156,876","b""Iz.nIs","646.000","654.037"
"businesses","10","14,115","b""Iz.nIs.@z","806.065","643.208"
"businesslike","12","143","b""Iz.nIs.l%aIk","819.742","719.036"
"businessman","11","1,420","b""Iz.nIs.m@n","823.485","643.074"
"businessmen","11","1,745","b""Iz.nIs.m@n","781.933","692.926"
"businesswoman","13","68","b""Iz.nIs.w%U.m@n","913.552","710.517"
"busses","6","980","b""Vs.@z","748.467","663.360"
"bust","4","3,078","b""Vst","600.485","564.192"
"bustard","7","24","b""V.st@`d","621.875","768.048"
"busted","6","1,724","b""Vst.@d","662.909","590.577"
"buster","6","2,449","b""V.st@`","608.719","595.885"
"bustle","6","162","b""V.sl=","735.759","623.963"
"bustling","8","214","b""V.sl=.IN","763.188","675.560"
"busts","5","336","b""Vsts","579.452","642.192"
"busy","4","19,614","b""I.zi","601.531","599.600"
"busybody","8","55","b""I.zi.b%A.4i","840.188","827.185"
"busyness","8","71","b""I.zi.n@s","1,006.760","778.444"
"but","3","2,128,964","b""Vt","657.848","625.458"
"butane","6","217","bj""u.ten","797.083","728.429"
"butch","5","1,568","b""UtS","717.839","666.960"
"butcher","7","1,840","b""U.tS@`","703.581","661.577"
"butchered","9","608","b""U.tS@`d","830.867","694.222"
"butchery","8","120","b""U.tS@`.i","779.500","719.929"
"butler","6","3,657","b""Vt.l@`","675.700","677.963"
"butlers","7","39","b""Vt.l@`z","829.265","743.357"
"butt","4","10,344","b""Vt","658.970","576.429"
"butte","5","356","bj""ut","773.000","1,062.929"
"butted","6","241","b""V4.@d","851.143","713.800"
"butter","6","6,848","b""V.4@`","649.794","634.444"
"butterbean","10","7","""b@t@`.bin","885.783","813.185"
"buttercup","9","81","b""V.4@`.k%Vp","731.121","610.786"
"butterfat","9","41","b""V.4@`.f%at","1,135.833","786.885"
"butterfingers","13","12","b""V.4@`.f%IN.g@`z","888.062","729.037"
"butterflies","11","673","b""V.4@`.fl%aIz","782.794","592.464"
"butterfly","9","1,798","b""V.4@`.fl%aI","635.030","620.259"
"buttermilk","10","288","b""V.4@`.m%Ilk","709.781","663.074"
"butternut","9","92","b""V.4@`.n%Vt","857.143","706.036"
"butterscotch","12","74","b""V.4@`.sk%AtS","754.875","753.630"
"buttery","7","181","b""V.4@`.i","825.000","714.071"
"butting","7","273","b""V4.IN","783.375","661.000"
"buttocks","8","2,399","b""V.4@ks","707.412","719.185"
"button","6","30,330","b""V.tn=","597.645","572.885"
"buttoned","8","189","b""V.tn=d","761.176","667.556"
"buttonhole","10","64","b""V.tn=.h%ol","985.333","801.308"
"buttonholes","11","124","b""V.tn=.h%olz","965.613","801.560"
"buttonhook","10","9","b""V.tn=.h%Uk","846.061","765.036"
"buttons","7","11,597","b""V.tn=z","627.765","690.464"
"button's","8","95","b""V.tn=z","661.030","704.138"
"buttonwood","10","51","""b@tn=%wUd","869.824","784.038"
"buttress","8","104","b""V.tr@s","742.957","773.043"
"buttressed","10","58","b""V.tr@st","990.929","789.267"
"buttresses","10","34","b""V.tr@s.@z","780.381","785.211"
"butts","5","1,725","b""Vts","664.065","626.889"
"buxom","5","206","b""Vk.sm=","704.429","724.545"
"buy","3","130,387","b""aI","626.939","616.889"
"buyer","5","17,902","b""aI@`","707.161","662.179"
"buyers","6","7,045","b""aI@`z","796.312","623.538"
"buying","6","35,503","b""aI.IN","700.848","622.333"
"buys","4","4,089","b""aIz","677.562","687.731"
"buzz","4","3,746","b""Vz","589.029","582.520"
"buzzard","7","137","b""V.z@`d","648.700","572.769"
"buzzed","6","311","b""Vzd","638.636","602.000"
"buzzer","6","458","b""Vz.@`","623.676","600.679"
"buzzes","6","137","b""Vz.@z","691.067","544.407"
"buzzing","7","947","b""Vz.IN","688.206","616.444"
"by","2","1,790,440","b""aI","591.727","559.138"
"bye","3","8,945","b""aI","612.879","599.929"
"bygone","6","174","b""aI.gOn","892.115","777.391"
"bygones","7","44","b""aI.g%Onz","982.913","857.481"
"bylaw","5","109","b""aI.l%O","823.208","672.038"
"byline","6","266","b""aI.l%aIn","841.286","670.000"
"bypass","6","2,733","b""aI.p%as","620.710","569.286"
"bypassed","8","634","b""aI.p%ast","785.161","654.444"
"bypath","6","0","b""aI.p%aT","857.250","649.500"
"byproduct","9","376","b""aI.pr%A.dVkt","922.880","775.857"
"byproducts","10","251","b""aI.pr%A.dVkts","883.174","811.692"
"byroad","6","0","b""aI.r%od","1,028.667","845.591"
"Byron","5","2,427","b""aI.r@n","785.379","654.654"
"bystander","9","308","b""aI.st%an4.@`","704.071","619.464"
"byway","5","12","b""aI.w%e","795.097","646.222"
"byword","6","26","b""aI.w%3`d","853.895","720.500"
"Byzantine","9","892","b""I.zn=.t%in","789.619","840.227"
"Byzantium","9","463","bI.z""an.4i@m","882.947","867.235"
"cab","3","3,387","k""ab","644.273","572.800"
"cabana","6","124","k@.b""a.n@","804.944","778.875"
"cabanas","7","39","k@.b""a.n@z","1,002.667","878.217"
"cabaret","7","688","k%a.b@`.r""e","864.769","825.750"
"cabbage","7","1,124","k""a.b@dZ","630.900","653.964"
"cabby","5","35","k""ab.i","729.591","658.880"
"cabdriver","9","25","k""ab.dr%aIv.@`","975.355","737.600"
"cabin","5","3,130","k""a.bIn","644.941","591.296"
"cabinet","7","6,439","k""a.b@.n@t","684.909","625.654"
"cabinetmakers","13","8","k""a.b@.n@t.m%ek.@`z","1,043.444","897.476"
"cabinets","8","1,229","k""a.b@.n@ts","590.000","652.000"
"cabins","6","786","k""a.bInz","699.971","700.107"
"cable","5","41,840","k""e.bl=","584.824","607.846"
"cabled","6","153","k""e.bl=d","740.033","719.308"
"cablegram","9","4","k""e.bl=.gr%am","1,118.222","865.083"
"cables","6","9,147","k""e.bl=z","636.545","613.607"
"caboodle","8","13","k@.b""u.4l=","835.800","810.609"
"caboose","7","248","k@.b""us","844.167","716.778"
"cabs","4","577","k""abz","632.935","637.793"
"cab's","5","17","k""abz","719.062","607.800"
"cabstand","8","0","k""ab.st%and","896.750","842.714"
"cacao","5","128","k@.k""e.o","865.800","885.200"
"cache","5","28,689","k""aS","753.690","827.200"
"cachet","6","131","ka.S""e","791.208","839.733"
"cackle","6","143","k""a.kl=","737.192","674.923"
"cackled","7","65","k""a.kl=d","843.115","779.478"
"cackly","6","0","k""a.kl=.i","888.143","742.571"
"cacophonist","11","0","ka.k""A.f@.nIst","888.000","1,063.167"
"cacophonous","11","79","ka.k""A.f@.n@s","900.750","1,081.200"
"cacophony","9","141","ka.k""A.f@.ni","892.000","896.714"
"cactus","6","1,211","k""ak.t@s","729.618","661.607"
"cad","3","8,110","k""ad","797.875","634.741"
"cadaver","7","196","k@.d""a.v@`","718.385","726.120"
"cadaverous","10","16","k@.d""a.v@`.@s","1,059.211","890.625"
